# zHD       = redshift in CMB frame with VPEC correction
# zHEL      = helio redshift (beware: no VPEC corr) 
# MU        = distance modulus corrected for bias and contamination
# MUERR     = stat-uncertainty on MU 
# MUERR_SYS = sqrt(COVSYS_DIAG) for 'ALL' sys (diagnostic)
# PROB1A_BEAMS = SNIa BEAMS probability from BBC (diagnostic)
# ISDATA_REAL: 1   # flag for cosmology fitter to choose blind option
#
VARNAMES: CID IDSURVEY zHD zHEL MU MUERR MUERR_VPEC MUERR_SYS PROBIA_BEAMS
SN: 1500031     10 0.36606 0.36704 41.56889   0.13840  0.00690  0.02683  1.00000
SN: 1258090     10 0.36656 0.36757 41.39292   0.13270  0.00680  0.04505  1.00000
SN: 1344639     10 0.36672 0.36770 41.43232   0.13620  0.00680  0.01405  1.00000
SN: 1308582     10 0.36704 0.36812 41.24144   0.09720  0.00680  0.02333  1.00000
SN: 1330828     10 0.36705 0.36807 41.49554   0.11480  0.00680  0.03185  1.00000
SN: 1431163     10 0.36711 0.36812 41.41417   0.11010  0.00680  0.02443  1.00000
SN: 1599030     10 0.36774 0.36872 41.14333   0.11020  0.00680  0.03837  1.00000
SN: 1770386     10 0.36795 0.36892 41.44760   0.11330  0.00680  0.01298  1.00000
SN: 1294341     10 0.36798 0.36897 41.50626   0.14700  0.00680  0.05322  0.99999
SN: 1904092     10 0.36798 0.36896 41.39459   0.14380  0.00680  0.02594  1.00000
SN: 1249245     10 0.36834 0.36932 41.27318   0.11760  0.00680  0.04593  0.98062
SN: 1343533     10 0.36843 0.36947 41.62364   0.17280  0.00680  0.02207  0.99913
SN: 1283936     10 0.36862 0.36960 41.56721   0.25600  0.00680  0.06397  0.99998
SN: 1918076     10 0.36966 0.37077 41.38927   0.27420  0.00680  0.13436  0.99998
SN: 1321973     10 0.37043 0.37157 41.29072   0.13610  0.00680  0.02877  1.00000
SN: 1323600     10 0.37044 0.37145 41.55917   0.14100  0.00680  0.08358  1.00000
SN: 1638030     10 0.37136 0.37235 41.41868   0.13380  0.00680  0.02816  0.99988
SN: 1291957     10 0.37143 0.37244 41.40357   0.13880  0.00680  0.02668  1.00000
SN: 1319539     10 0.37176 0.37277 41.40225   0.14060  0.00680  0.04833  1.00000
SN: 1255412     10 0.37202 0.37303 41.69233   0.14560  0.00680  0.08772  1.00000
SN: 1291511     10 0.37228 0.37325 41.39448   0.16490  0.00680  0.07463  1.00000
SN: 1318126     10 0.37298 0.37397 41.45452   0.12100  0.00670  0.01939  1.00000
SN: 1434203     10 0.37567 0.37680 41.35209   0.17010  0.00670  0.03791  1.00000
SN: 1299643     10 0.37678 0.37727 41.46089   0.12950  0.00670  0.03045  1.00000
SN: 1879532     10 0.37719 0.37822 41.42098   0.13970  0.00670  0.02643  1.00000
SN: 1282736     10 0.37797 0.37908 41.47201   0.16510  0.00670  0.03458  1.00000
SN: 1315795     10 0.37813 0.37862 41.30773   0.18180  0.00670  0.04496  0.99679
SN: 1847100     10 0.37890 0.38000 41.47805   0.14450  0.00660  0.02529  1.00000
SN: 1837096     10 0.37937 0.37987 41.64056   0.17940  0.00660  0.02529  0.99999
SN: 1948209     10 0.37942 0.37996 41.55319   0.11670  0.00660  0.02508  1.00000
SN: 1299785     10 0.38131 0.38182 41.50632   0.17560  0.00660  0.10437  1.00000
SN: 1255399     10 0.38137 0.38239 41.46894   0.18920  0.00660  0.04309  1.00000
SN: 1324582     10 0.38185 0.38237 41.60216   0.15520  0.00660  0.01396  1.00000
SN: 1923060     10 0.38247 0.38361 41.43215   0.13120  0.00660  0.08052  1.00000
SN: 1620051     10 0.38251 0.38353 41.38776   0.22130  0.00660  0.05389  1.00000
SN: 1925122     10 0.38274 0.38377 41.74176   0.23870  0.00660  0.07879  0.99998
SN: 1343401     10 0.38283 0.38397 41.44668   0.16490  0.00660  0.03457  1.00000
SN: 1250275     10 0.38323 0.38423 41.38465   0.16860  0.00660  0.03555  1.00000
SN: 1262135     10 0.38328 0.38378 41.49531   0.12450  0.00660  0.04290  1.00000
SN: 1246314     10 0.38337 0.38388 41.63500   0.24960  0.00660  0.08536  1.00000
SN: 1283272     10 0.38353 0.38405 41.46752   0.23640  0.00660  0.04029  0.99993
SN: 1501075     10 0.38373 0.38474 41.25607  255.49190  0.00660  0.04691  0.00000
SN: 1281886     10 0.38393 0.38493 41.47273   0.17270  0.00660  0.06739  1.00000
SN: 1291788     10 0.38400 0.38450 41.77327   0.26170  0.00660  0.06165  1.00000
SN: 1289913     10 0.38495 0.38598 41.04649   0.17620  0.00660  0.11163  0.99997
SN: 1249090     10 0.38620 0.38724 41.54846   0.16970  0.00650  0.03089  1.00000
SN: 1338170     10 0.38676 0.38780 41.61307   0.16760  0.00650  0.04533  1.00000
SN: 1257022     10 0.38683 0.38786 41.58804   0.13180  0.00650  0.02133  0.99999
SN: 1336464     10 0.38732 0.38834 41.66680   0.18530  0.00650  0.14069  1.00000
SN: 1847165     10 0.38748 0.38850 41.36662   0.15720  0.00650  0.07611  1.00000
SN: 1702083     10 0.38884 0.38932 41.60854   0.15020  0.00650  0.02238  1.00000
SN: 1879414     10 0.38889 0.39000 41.57736   0.13230  0.00650  0.03303  1.00000
SN: 1260058     10 0.38948 0.39050 41.14832   0.19370  0.00650  0.03792  0.81350
SN: 1643313     10 0.39044 0.39093 41.63819   0.15690  0.00650  0.08979  1.00000
SN: 1435067     10 0.39136 0.39235 41.55171   0.15750  0.00650  0.02402  1.00000
SN: 1307953     10 0.39146 0.39200 41.45332  180.93860  0.00650  0.08323  0.00000
SN: 1773237     10 0.39186 0.39290 41.61215   0.17350  0.00650  0.07822  1.00000
SN: 1331130     10 0.39189 0.39292 41.95439   0.25890  0.00650  0.06481  0.99955
SN: 1923155     10 0.39201 0.39257 41.58393   0.27650  0.00650  0.12790  1.00000
SN: 1618036     10 0.39216 0.39319 41.66984   0.12900  0.00640  0.05480  1.00000
SN: 1246626     10 0.39282 0.39392 41.53110   0.21270  0.00640  0.32092  1.00000
SN: 1790098     10 0.39298 0.39400 41.61592   0.13870  0.00640  0.02985  1.00000
SN: 1263291     10 0.39362 0.39464 41.68015   0.24200  0.00640  0.03762  0.99999
SN: 1315910     10 0.39365 0.39468 42.21903   0.26440  0.00640  0.15834  0.97163
SN: 1317783     10 0.39436 0.39534 41.54592   0.17650  0.00640  0.07263  1.00000
SN: 1431064     10 0.39494 0.39596 41.72575   0.17200  0.00640  0.02366  1.00000
SN: 1336002     10 0.39496 0.39600 40.93522   0.21510  0.00640  0.07790  0.91876
SN: 1291794     10 0.39512 0.39560 41.67871   0.15060  0.00640  0.01689  1.00000
SN: 1329198     10 0.39521 0.39634 41.17506   3.23630  0.00640  0.08624  0.00620
SN: 1291783     10 0.39821 0.39922 41.81042   0.17020  0.00640  0.04560  1.00000
SN: 1920362     10 0.39835 0.39883 41.42865   0.18550  0.00640  0.15749  1.00000
SN: 1265832     10 0.39876 0.39978 41.93410   0.28110  0.00640  0.03892  0.99985
SN: 1335885     10 0.39932 0.39982 41.76411   0.22640  0.00630  0.06497  1.00000
SN: 1300517     10 0.40031 0.40132 41.52284   0.17250  0.00630  0.04776  1.00000
SN: 1320367     10 0.40109 0.40212 42.42240  250.11200  0.00630  0.05101  0.00000
SN: 1275873     10 0.40188 0.40288 41.52907   0.20040  0.00630  0.02724  0.99832
SN: 1581048     10 0.40194 0.40244 41.57874   0.14430  0.00630  0.02970  1.00000
SN: 1408024     10 0.40228 0.40330 41.50593   0.16430  0.00630  0.16451  1.00000
SN: 1253131     10 0.40349 0.40448 42.04105   0.31950  0.00630  0.06903  0.91999
SN: 1329615     10 0.40360 0.40474 41.73148   0.15610  0.00630  0.03057  1.00000
SN: 1257419     10 0.40361 0.40412 41.69469   0.15550  0.00630  0.05926  1.00000
SN: 1342778     10 0.40457 0.40557 41.54007  256.43100  0.00630  0.12996  0.00000
SN: 1530120     10 0.40467 0.40584 41.67035  184.57080  0.00630  0.05927  0.00000
SN: 1304777     10 0.40476 0.40528 41.62213   0.13910  0.00630  0.01677  1.00000
SN: 1284601     10 0.40512 0.40563 41.73987   0.13470  0.00630  0.03466  1.00000
SN: 1880632     10 0.40538 0.40650 41.52178   0.11700  0.00630  0.01666  1.00000
SN: 1331513     10 0.40572 0.40675 41.78240   0.21470  0.00630  0.04322  0.99999
SN: 1537020     10 0.40597 0.40697 41.81226   0.15810  0.00630  0.04853  1.00000
SN: 1318266     10 0.40626 0.40726 41.72132   0.19360  0.00630  0.02334  1.00000
SN: 1262588     10 0.40644 0.40759 42.08601   0.34490  0.00620  0.06166  0.69290
SN: 1308314     10 0.40647 0.40700 41.79412   0.15180  0.00620  0.02903  1.00000
SN: 1847151     10 0.40684 0.40786 41.87415   0.21240  0.00620  0.05031  0.99859
SN: 1312213     10 0.40697 0.40797 42.20360   0.27840  0.00620  0.04579  0.99711
SN: 1719037     10 0.40746 0.40795 41.67333   0.21470  0.00620  0.20847  0.99999
SN: 1916207     10 0.40841 0.40944 41.71743   0.16550  0.00620  0.02338  1.00000
SN: 1892217     10 0.40897 0.40949 41.70201   0.11950  0.00620  0.03168  1.00000
SN: 1341370     10 0.40900 0.41000 41.77240   0.19840  0.00620  0.05418  1.00000
SN: 1306390     10 0.40911 0.41009 41.95759   0.23050  0.00620  0.03748  0.99966
SN: 1300160     10 0.40925 0.41029 41.58842   0.17240  0.00620  0.05686  1.00000
SN: 1337971     10 0.41066 0.41166 42.18503   0.22240  0.00620  0.03803  0.99989
SN: 1495047     10 0.41097 0.41152 41.80437   0.10520  0.00620  0.05337  1.00000
SN: 1307277     10 0.41113 0.41216 41.63418   0.20120  0.00620  0.05273  1.00000
SN: 1430136     10 0.41235 0.41337 41.81699   0.18070  0.00620  0.03029  0.99996
SN: 1315296     10 0.41257 0.41363 41.75886   0.23290  0.00620  0.08173  0.99957
SN: 1300025     10 0.41357 0.41459 41.65544   0.17470  0.00620  0.12707  1.00000
SN: 1292997     10 0.41447 0.41562 41.68134   0.19090  0.00610  0.02352  0.99984
SN: 1301963     10 0.41527 0.41577 41.74859   0.12120  0.00610  0.02849  1.00000
SN: 1260949     10 0.41568 0.41670 41.64993   0.15650  0.00610  0.02986  1.00000
SN: 1289600     10 0.41962 0.42019 41.86005   0.21750  0.00610  0.09918  1.00000
SN: 1265426     10 0.42029 0.42080 41.96925   0.16620  0.00610  0.01992  1.00000
SN: 1306578     10 0.42044 0.42150 41.57969   0.11480  0.00610  0.02986  0.99999
SN: 1338762     10 0.42054 0.42108 41.74796   0.14160  0.00610  0.03700  1.00000
SN: 1896164     10 0.42068 0.42181 41.58176   0.12060  0.00610  0.02970  1.00000
SN: 1306626     10 0.42089 0.42140 41.68256   0.15560  0.00610  0.02360  1.00000
SN: 1337311     10 0.42131 0.42250 41.91784   0.14480  0.00610  0.03226  1.00000
SN: 1876308     10 0.42147 0.42250 41.97443   0.16290  0.00610  0.02120  0.99999
SN: 1306991     10 0.42199 0.42306 41.61559   0.17220  0.00600  0.01101  0.99999
SN: 1332721     10 0.42224 0.42274 42.11470   0.21430  0.00600  0.06590  0.99999
SN: 1257256     10 0.42235 0.42290 41.69929   0.21750  0.00600  0.06519  1.00000
SN: 1431072     10 0.42267 0.42373 42.07024   0.23970  0.00600  0.13164  0.99989
SN: 1567044     10 0.42273 0.42324 41.74807   0.16540  0.00600  0.02086  1.00000
SN: 1368143     10 0.42348 0.42463 41.72743   0.14810  0.00600  0.04427  0.99998
SN: 1318659     10 0.42354 0.42403 42.30992   6.90390  0.00600  0.06834  0.00200
SN: 1282018     10 0.42376 0.42480 41.68230   0.15490  0.00600  0.03624  0.99894
SN: 1302523     10 0.42391 0.42505 41.85199   0.10400  0.00600  0.02815  1.00000
SN: 1311632     10 0.42420 0.42538 41.73468   0.18640  0.00600  0.03081  1.00000
SN: 1516019     10 0.42436 0.42539 41.98430   0.17580  0.00600  0.04231  1.00000
SN: 1776329     10 0.42445 0.42548 41.52610   0.23250  0.00600  0.05057  0.99963
SN: 1312274     10 0.42450 0.42551 41.87227   0.18350  0.00600  0.01938  1.00000
SN: 1264039     10 0.42460 0.42517 42.01525   0.11840  0.00600  0.02544  0.99997
SN: 1632070     10 0.42513 0.42627 42.14262   0.24780  0.00600  0.08457  0.99994
SN: 1295027     10 0.42561 0.42676 41.76388   0.13710  0.00600  0.06178  0.99999
SN: 1258940     10 0.42593 0.42694 41.84048   0.12130  0.00600  0.01700  1.00000
SN: 1338324     10 0.42602 0.42719 42.17478   0.21790  0.00600  0.16527  0.99640
SN: 1335432     10 0.42692 0.42751 41.91957   0.12150  0.00600  0.04126  1.00000
SN: 1408068     10 0.42713 0.42828 41.89117   0.22230  0.00600  0.07234  0.99999
SN: 1264106     10 0.42749 0.42850 41.55568   0.62340  0.00600  0.02048  0.04600
SN: 1655086     10 0.42781 0.42839 41.88496   0.14390  0.00600  0.03506  1.00000
SN: 1336359     10 0.42821 0.42938 42.26679   0.27000  0.00600  0.04782  0.99996
SN: 1293789     10 0.42857 0.42914 41.87896   0.12340  0.00600  0.08800  1.00000
SN: 1618042     10 0.42893 0.42950 41.98358   0.10910  0.00600  0.04637  1.00000
SN: 1810236     10 0.42926 0.42981 41.78087   0.34870  0.00600  0.04389  0.29160
SN: 1265040     10 0.42981 0.43100 41.49403   0.20980  0.00590  0.10738  0.99952
SN: 1260107     10 0.42982 0.43100 41.85852   0.25630  0.00590  0.08677  0.99973
SN: 1304456     10 0.42989 0.43093 41.69218   0.09960  0.00590  0.01410  0.99997
SN: 1260159     10 0.43034 0.43153 41.90147   0.20570  0.00590  0.03122  0.99987
SN: 1916124     10 0.43071 0.43190 41.75572   0.19390  0.00590  0.03855  1.00000
SN: 1290007     10 0.43112 0.43170 41.75487   0.22810  0.00590  0.08282  1.00000
SN: 1899442     10 0.43144 0.43200 41.84040   0.14970  0.00590  0.03089  0.99998
SN: 1317526     10 0.43160 0.43276 41.98228   0.12780  0.00590  0.01986  0.99996
SN: 1922297     10 0.43225 0.43327 41.64678   0.19100  0.00590  0.02845  0.99999
SN: 1883111     10 0.43278 0.43385 41.70304   0.16880  0.00590  0.02570  0.99999
SN: 1367571     10 0.43311 0.43428 41.74511   0.13560  0.00590  0.07813  0.99983
SN: 1310485     10 0.43313 0.43429 41.94228   0.17970  0.00590  0.02722  1.00000
SN: 1252521     10 0.43322 0.43376 41.89733   0.14750  0.00590  0.02817  1.00000
SN: 1314067     10 0.43365 0.43479 41.78187   0.10800  0.00590  0.02096  1.00000
SN: 1277945     10 0.43369 0.43425 41.95394   0.14110  0.00590  0.02394  0.99999
SN: 1251390     10 0.43398 0.43504 41.79457   0.12090  0.00590  0.01661  0.99980
SN: 1660018     10 0.43435 0.43550 41.59375   0.20920  0.00590  0.06318  1.00000
SN: 1861164     10 0.43446 0.43500 41.73086   0.15120  0.00590  0.03033  0.99983
SN: 1909346     10 0.43448 0.43564 42.20277   0.26020  0.00590  0.08847  0.97528
SN: 1933168     10 0.43495 0.43547 41.68187   0.11950  0.00590  0.01440  1.00000
SN: 1321166     10 0.43510 0.43623 42.09952   0.12680  0.00590  0.02572  1.00000
SN: 1297063     10 0.43516 0.43570 41.92342   0.16570  0.00590  0.06526  0.99997
SN: 1263930     10 0.43578 0.43631 42.05426   0.24410  0.00590  0.05218  0.99986
SN: 1501097     10 0.43587 0.43707 41.84350   0.14070  0.00590  0.13980  1.00000
SN: 1313698     10 0.43619 0.43738 41.84351   0.15390  0.00590  0.01992  1.00000
SN: 1256701     10 0.43629 0.43749 42.27768   0.22800  0.00590  0.03591  0.98123
SN: 1908380     10 0.43668 0.43770 42.06540   0.18660  0.00590  0.02782  0.99084
SN: 1336008     10 0.43764 0.43867 41.60764   0.14510  0.00590  0.09161  1.00000
SN: 1308916     10 0.43769 0.43820 41.98798   0.20430  0.00590  0.02162  0.99974
SN: 1333246     10 0.43774 0.43879 42.05522   0.21510  0.00590  0.26716  0.99995
SN: 1316831     10 0.43848 0.43966 41.95287   0.13750  0.00580  0.03666  1.00000
SN: 1253148     10 0.43868 0.43972 42.04570   0.21040  0.00580  0.02843  1.00000
SN: 1334614     10 0.43941 0.44056 42.79667  296.05210  0.00580  0.09157  0.00000
SN: 1310294     10 0.43967 0.44089 41.94234   0.16000  0.00580  0.03002  0.99997
SN: 1904152     10 0.44025 0.44140 42.04317   0.14520  0.00580  0.02532  1.00000
SN: 1256823     10 0.44084 0.44199 41.94809   0.10980  0.00580  0.05018  1.00000
SN: 1536026     10 0.44129 0.44236 42.11007   0.22120  0.00580  0.03726  1.00000
SN: 1328105     10 0.44153 0.44259 41.79932   0.12550  0.00580  0.03107  1.00000
SN: 1311247     10 0.44183 0.44288 41.65768   0.16340  0.00580  0.20687  0.99997
SN: 1641173     10 0.44364 0.44480 42.24803   0.19080  0.00580  0.11266  0.99931
SN: 1255008     10 0.44380 0.44489 41.79785   0.17990  0.00580  0.01632  1.00000
SN: 1645125     10 0.44419 0.44537 41.97652   0.16180  0.00580  0.01800  1.00000
SN: 1880304     10 0.44419 0.44469 42.22919   0.20070  0.00580  0.05486  1.00000
SN: 1265089     10 0.44472 0.44588 41.86310   0.15880  0.00580  0.03728  0.99956
SN: 1904293     10 0.44623 0.44682 41.86871   0.15250  0.00580  0.14104  1.00000
SN: 1249956     10 0.44628 0.44737 42.34341   0.24870  0.00580  0.03408  0.99998
SN: 1306423     10 0.44638 0.44739 41.85191   0.20310  0.00580  0.08865  0.99656
SN: 1251975     10 0.44647 0.44765 41.90721   0.14350  0.00580  0.04868  0.99999
SN: 1253474     10 0.44670 0.44790 41.84177   0.11740  0.00580  0.03077  1.00000
SN: 1367331     10 0.44684 0.44793 42.01827   0.12550  0.00580  0.02860  0.99925
SN: 1450148     10 0.44736 0.44845 41.93130   0.16610  0.00570  0.02173  1.00000
SN: 1340539     10 0.44766 0.44820 42.06655   0.16080  0.00570  0.02497  1.00000
SN: 1900662     10 0.44791 0.44894 41.95906   0.15730  0.00570  0.10631  1.00000
SN: 1306986     10 0.44808 0.44916 42.39860   0.33460  0.00570  0.06637  0.99813
SN: 1264499     10 0.44841 0.44958 41.66020   0.17750  0.00570  0.03514  1.00000
SN: 1862183     10 0.44864 0.44918 42.07186   0.18200  0.00570  0.08065  0.99997
SN: 1389177     10 0.44895 0.44945 42.13615   0.16710  0.00570  0.01887  1.00000
SN: 1335756     10 0.44933 0.45038 42.33000   0.21080  0.00570  0.03102  0.99996
SN: 1255487     10 0.45012 0.45131 41.92139   0.21260  0.00570  0.03236  1.00000
SN: 1249371     10 0.45085 0.45191 42.24455   0.27740  0.00570  0.06247  0.99993
SN: 1330964     10 0.45085 0.45140 42.03317   0.17760  0.00570  0.02521  0.99993
SN: 1390164     10 0.45102 0.45154 41.99577  216.15750  0.00570  0.06643  0.00000
SN: 1367556     10 0.45115 0.45235 41.88564   0.12400  0.00570  0.01881  1.00000
SN: 1536028     10 0.45115 0.45221 42.08422   0.12950  0.00570  0.02000  1.00000
SN: 1773066     10 0.45166 0.45273 41.91337   0.15340  0.00570  0.04509  1.00000
SN: 1252829     10 0.45168 0.45288 41.77015   0.13020  0.00570  0.02304  1.00000
SN: 1552028     10 0.45180 0.45300 42.00911   0.10680  0.00570  0.04417  1.00000
SN: 1895036     10 0.45194 0.45302 41.91009   0.11330  0.00570  0.05146  1.00000
SN: 1289346     10 0.45198 0.45300 41.40077  204.36430  0.00570  0.05612  0.00000
SN: 1392400     10 0.45205 0.45258 42.00117   0.15490  0.00570  0.01920  1.00000
SN: 1262252     10 0.45294 0.45401 41.95547   0.19170  0.00570  0.05515  1.00000
SN: 1251381     10 0.45305 0.45412 42.48853   0.33410  0.00570  0.08160  0.99980
SN: 1337267     10 0.45318 0.45439 41.95262   0.26300  0.00570  0.02972  0.99997
SN: 1253101     10 0.45332 0.45440 41.91162   0.18430  0.00570  0.04726  1.00000
SN: 1302110     10 0.45351 0.45459 42.26782   0.27230  0.00570  0.10084  0.98672
SN: 1309694     10 0.45353 0.45456 42.12784   0.20540  0.00570  0.17187  0.99985
SN: 1304193     10 0.45354 0.45456 42.05798   0.17430  0.00570  0.03634  0.99986
SN: 1262084     10 0.45360 0.45416 42.17596   0.16660  0.00570  0.06738  1.00000
SN: 1916143     10 0.45362 0.45481 42.06967   0.13810  0.00570  0.03888  1.00000
SN: 1512067     10 0.45394 0.45444 42.08110   0.25600  0.00570  0.05237  1.00000
SN: 1900865     10 0.45405 0.45463 42.00771   0.17650  0.00570  0.03792  1.00000
SN: 1776304     10 0.45410 0.45517 41.79047   0.20840  0.00570  0.03688  0.99996
SN: 1777122     10 0.45429 0.45551 41.97012   0.19770  0.00570  0.08552  0.99786
SN: 1334302     10 0.45463 0.45570 41.88197   0.15500  0.00570  0.01968  0.99999
SN: 1306360     10 0.45478 0.45534 41.96246   0.17130  0.00570  0.01645  1.00000
SN: 1937078     10 0.45525 0.45645 42.13129   1.35570  0.00570  0.05896  0.02600
SN: 1366475     10 0.45546 0.45596 42.02927   0.14340  0.00570  0.02375  1.00000
SN: 1247537     10 0.45565 0.45687 41.95872   0.14190  0.00570  0.01997  1.00000
SN: 1905184     10 0.45587 0.45705 41.66383   0.25910  0.00570  0.27637  0.58190
SN: 1531145     10 0.45675 0.45793 42.13089   0.24640  0.00560  0.06257  1.00000
SN: 1339716     10 0.45682 0.45791 41.91763   0.24590  0.00560  0.07278  1.00000
SN: 1531113     10 0.45694 0.45817 42.25110   0.20550  0.00560  0.02665  1.00000
SN: 1915067     10 0.45699 0.45804 42.01923   0.18490  0.00560  0.12422  1.00000
SN: 1644211     10 0.45743 0.45849 42.15966   0.16640  0.00560  0.04057  0.99186
SN: 1878719     10 0.45753 0.45854 42.32601   0.13530  0.00560  0.02456  1.00000
SN: 1263244     10 0.45799 0.45902 42.54352   0.31820  0.00560  0.05881  0.99995
SN: 1260030     10 0.45811 0.45918 41.93566   0.13330  0.00560  0.03459  1.00000
SN: 1258061     10 0.45831 0.45939 42.09225   0.16190  0.00560  0.05425  1.00000
SN: 1310963     10 0.45919 0.45971 42.60596  275.07960  0.00560  0.04848  0.00000
SN: 1339875     10 0.45944 0.46064 41.92910   0.11340  0.00560  0.03218  1.00000
SN: 1784110     10 0.45993 0.46114 42.08455   0.16340  0.00560  0.16250  0.99671
SN: 1565032     10 0.46097 0.46219 42.33302   0.14490  0.00560  0.01276  1.00000
SN: 1253180     10 0.46154 0.46210 41.99790   0.13110  0.00560  0.02546  1.00000
SN: 1338959     10 0.46167 0.46283 41.90883   0.11780  0.00560  0.11647  1.00000
SN: 1879263     10 0.46192 0.46300 42.26731   0.13270  0.00560  0.05084  1.00000
SN: 1252970     10 0.46198 0.46250 42.13551   0.16750  0.00560  0.16017  0.99999
SN: 1297742     10 0.46256 0.46364 41.87180   0.12350  0.00560  0.04126  1.00000
SN: 1551020     10 0.46283 0.46394 41.96577   0.16200  0.00560  0.05026  0.99999
SN: 1366187     10 0.46290 0.46406 42.14247   0.13400  0.00560  0.02899  1.00000
SN: 1924089     10 0.46299 0.46418 42.05790   0.10470  0.00560  0.04622  1.00000
SN: 1484053     10 0.46322 0.46427 41.83972   0.13240  0.00560  0.06418  1.00000
SN: 1889211     10 0.46351 0.46407 41.84614   0.18450  0.00560  0.02694  1.00000
SN: 1924103     10 0.46380 0.46499 42.14107   0.12010  0.00560  0.02883  1.00000
SN: 1876431     10 0.46482 0.46600 42.02241   0.12910  0.00560  0.04282  1.00000
SN: 1595028     10 0.46523 0.46641 42.23400   0.20460  0.00560  0.15863  0.99993
SN: 1699105     10 0.46590 0.46642 42.14283   0.20490  0.00550  0.07125  1.00000
SN: 1797044     10 0.46670 0.46789 42.39949   0.17780  0.00550  0.16809  1.00000
SN: 1854103     10 0.46680 0.46733 42.05403   0.22640  0.00550  0.05297  1.00000
SN: 1262016     10 0.46694 0.46812 42.04944   0.12440  0.00550  0.02923  1.00000
SN: 1301332     10 0.46754 0.46861 42.16898   0.16230  0.00550  0.03453  1.00000
SN: 1336558     10 0.46760 0.46865 42.06542   0.17710  0.00550  0.03040  0.99999
SN: 1317724     10 0.46775 0.46890 42.27007   0.13130  0.00550  0.05506  1.00000
SN: 1255470     10 0.46877 0.46997 42.07058   0.15710  0.00550  0.02846  1.00000
SN: 1339149     10 0.46879 0.46998 41.99326   0.14500  0.00550  0.02451  1.00000
SN: 1596033     10 0.46937 0.47043 42.55951   0.25940  0.00550  0.03900  0.99956
SN: 1901738     10 0.46975 0.47096 42.09803   0.13100  0.00550  0.02876  1.00000
SN: 1254671     10 0.47065 0.47119 42.19325   0.19600  0.00550  0.02028  1.00000
SN: 1294137     10 0.47085 0.47190 41.82733   0.29440  0.00550  0.02269  1.00000
SN: 1311755     10 0.47100 0.47220 42.03497   0.14970  0.00550  0.02455  1.00000
SN: 1299758     10 0.47241 0.47293 42.11214   0.17470  0.00550  0.08564  1.00000
SN: 1532056     10 0.47273 0.47379 42.12064   0.19400  0.00550  0.14221  1.00000
SN: 1265134     10 0.47304 0.47362 41.97054   0.15910  0.00550  0.08560  0.99997
SN: 1305785     10 0.47327 0.47431 42.26236   0.15450  0.00550  0.03771  0.99161
SN: 1257102     10 0.47330 0.47434 42.05161   0.15700  0.00550  0.01543  1.00000
SN: 1936171     10 0.47336 0.47389 41.92910   0.22280  0.00550  0.02723  1.00000
SN: 1261173     10 0.47377 0.47431 42.16729   0.18610  0.00550  0.02125  1.00000
SN: 1303317     10 0.47429 0.47545 42.10285   0.19670  0.00550  0.24454  1.00000
SN: 1403033     10 0.47435 0.47539 42.41862   0.21330  0.00550  0.02702  0.99999
SN: 1702112     10 0.47547 0.47603 41.93444   0.13520  0.00540  0.01780  0.99999
SN: 1901798     10 0.47577 0.47697 42.48630   0.20860  0.00540  0.02964  0.99999
SN: 1257775     10 0.47598 0.47654 42.16197   0.21870  0.00540  0.01499  0.99488
SN: 1431096     10 0.47680 0.47786 42.12125   0.16910  0.00540  0.02244  1.00000
SN: 1252513     10 0.47767 0.47821 42.37220   0.18440  0.00540  0.03972  1.00000
SN: 1302418     10 0.47780 0.47885 42.21960   0.14110  0.00540  0.02843  1.00000
SN: 1636093     10 0.47782 0.47891 42.22283   0.21490  0.00540  0.02438  0.99999
SN: 1256332     10 0.47803 0.47919 42.11704   0.13430  0.00540  0.02141  1.00000
SN: 1291143     10 0.47819 0.47937 42.03210   0.20840  0.00540  0.02978  0.99996
SN: 1488029     10 0.47833 0.47938 41.90675   0.15180  0.00540  0.01629  1.00000
SN: 1562077     10 0.47842 0.47898 42.14914   0.12680  0.00540  0.03568  1.00000
SN: 1783052     10 0.47852 0.47960 42.68462   0.25060  0.00540  0.04173  0.99855
SN: 1847216     10 0.47905 0.48023 42.32085   0.15700  0.00540  0.00942  1.00000
SN: 1847303     10 0.47964 0.48082 42.15001   0.13200  0.00540  0.02471  1.00000
SN: 1256817     10 0.47982 0.48100 42.01480   0.13980  0.00540  0.02021  1.00000
SN: 1882097     10 0.47992 0.48100 42.57126   0.24050  0.00540  0.03380  0.98545
SN: 1318052     10 0.48068 0.48127 42.21018   0.24840  0.00540  0.07399  0.99983
SN: 1387101     10 0.48092 0.48200 42.01145   0.13490  0.00540  0.01588  1.00000
SN: 1309323     10 0.48309 0.48362 42.16848   0.19170  0.00540  0.02654  0.99109
SN: 1249209     10 0.48312 0.48424 42.45608   0.16330  0.00540  0.03686  1.00000
SN: 1248962     10 0.48342 0.48452 42.16057   0.12060  0.00540  0.03818  1.00000
SN: 1257335     10 0.48410 0.48464 42.30816   0.16700  0.00540  0.05370  0.99999
SN: 1285539     10 0.48417 0.48469 42.40698   0.35180  0.00540  0.02607  0.99902
SN: 1878288     10 0.48449 0.48501 42.66619   0.29710  0.00540  0.06398  0.98529
SN: 1300441     10 0.48485 0.48590 42.09287   0.15220  0.00540  0.01870  1.00000
