# zHD       = redshift in CMB frame with VPEC correction
# zHEL      = helio redshift (beware: no VPEC corr) 
# MU        = distance modulus corrected for bias and contamination
# MUERR     = stat-uncertainty on MU 
# MUERR_SYS = sqrt(COVSYS_DIAG) for 'ALL' sys (diagnostic)
# PROB1A_BEAMS = SNIa BEAMS probability from BBC (diagnostic)
# ISDATA_REAL: 1   # flag for cosmology fitter to choose blind option
#
VARNAMES: CID IDSURVEY zHD zHEL MU MUERR MUERR_VPEC MUERR_SYS PROBIA_BEAMS
SN: 1292336     10 0.23355 0.23446 40.20125   0.17800  0.01030  0.06765  1.00000
SN: 1336687     10 0.23380 0.23480 40.16252   0.21530  0.01030  0.08445  1.00000
SN: 1279500     10 0.23470 0.23568 40.35996   0.14750  0.01020  0.04099  1.00000
SN: 1656029     10 0.23480 0.23571 40.94964  104.59240  0.01020  0.02577  0.00000
SN: 1319366     10 0.23482 0.23572 40.23613   0.13470  0.01020  0.04986  1.00000
SN: 1860025     10 0.23532 0.23625 40.59101   0.10770  0.01020  0.01818  1.00000
SN: 1921033     10 0.23707 0.23797 40.50165   0.13790  0.01010  0.04028  1.00000
SN: 1317277     10 0.23710 0.23810 40.31791   0.12850  0.01010  0.05424  1.00000
SN: 1373042     10 0.23720 0.23820 40.46561   0.10020  0.01010  0.04975  1.00000
SN: 1434248     10 0.23734 0.23835 40.32212   0.11690  0.01010  0.03236  1.00000
SN: 1262573     10 0.23747 0.23837 40.41781   0.14080  0.01010  0.09558  1.00000
SN: 1840041     10 0.23891 0.23993 40.38266   0.15220  0.01010  0.09196  1.00000
SN: 1834104     10 0.23928 0.23972 40.38339   0.09710  0.01010  0.04462  0.97560
SN: 1366436     10 0.23954 0.24000 40.44589   0.11320  0.01000  0.02273  1.00000
SN: 1368188     10 0.24003 0.24050 40.41587   0.09290  0.01000  0.03071  1.00000
SN: 1319711     10 0.24171 0.24270 40.39626   0.08860  0.01000  0.04685  1.00000
SN: 1780045     10 0.24283 0.24326 40.53347   0.11110  0.00990  0.03550  1.00000
SN: 1344355     10 0.24448 0.24540 40.37921   0.21160  0.00990  0.08727  1.00000
SN: 1927242     10 0.24576 0.24666 40.69438   0.12660  0.00980  0.04030  1.00000
SN: 1246275     10 0.24605 0.24651 40.58669   0.09940  0.00980  0.02819  1.00000
SN: 1718059     10 0.24642 0.24690 42.25395  145.47680  0.00980  0.02451  0.00000
SN: 1334645     10 0.24701 0.24800 40.27143   0.09970  0.00980  0.02035  1.00000
SN: 1879256     10 0.24936 0.25028 40.34085   0.21390  0.00970  0.14574  1.00000
SN: 1901059     10 0.25126 0.25229 40.41165   0.13510  0.00960  0.03073  1.00000
SN: 1367234     10 0.25173 0.25278 40.51666   0.13720  0.00960  0.03566  1.00000
SN: 1305276     10 0.25286 0.25390 40.74862   0.20130  0.00960  0.06169  0.98650
SN: 1302359     10 0.25308 0.25358 40.46000   0.16920  0.00960  0.02760  1.00000
SN: 1262726     10 0.25378 0.25478 40.33446   0.11100  0.00950  0.04872  1.00000
SN: 1373028     10 0.25517 0.25617 40.32222   0.11100  0.00950  0.04030  1.00000
SN: 1336480     10 0.25604 0.25695 40.64344   0.14570  0.00950  0.03153  1.00000
SN: 1279420     10 0.25691 0.25736 40.46346   0.14850  0.00940  0.02764  1.00000
SN: 1321450     10 0.25833 0.25928 40.41267   0.19910  0.00940  0.04947  1.00000
SN: 1297026     10 0.25854 0.25956 40.57863   0.09270  0.00940  0.03065  1.00000
SN: 1303883     10 0.25904 0.25993 40.49351   0.14870  0.00940  0.03616  1.00000
SN: 1289664     10 0.25907 0.26000 40.23671   0.14020  0.00930  0.03164  1.00000
SN: 1697026     10 0.26046 0.26146 40.92385   0.26630  0.00930  0.14612  0.99999
SN: 1298079     10 0.26048 0.26136 40.73496   0.14520  0.00930  0.02027  1.00000
SN: 1262232     10 0.26103 0.26151 40.88182   0.49270  0.00930  0.18137  0.18060
SN: 1337649     10 0.26150 0.26238 40.43207   0.16860  0.00930  0.03206  1.00000
SN: 1373040     10 0.26162 0.26262 40.59296   0.12440  0.00930  0.01453  1.00000
SN: 1910132     10 0.26271 0.26371 40.52792   0.09130  0.00920  0.02739  1.00000
SN: 1434201     10 0.26317 0.26423 41.83216  317.89370  0.00920  0.14372  0.00000
SN: 1701055     10 0.26396 0.26446 40.97751   0.16640  0.00920  0.15637  0.99990
SN: 1261784     10 0.26523 0.26572 40.92813   0.20590  0.00920  0.36559  0.99999
SN: 1892103     10 0.26584 0.26685 40.73926   0.18080  0.00910  0.22959  1.00000
SN: 1334087     10 0.26628 0.26722 40.58472   0.10470  0.00910  0.03237  1.00000
SN: 1300390     10 0.26765 0.26860 40.67315   0.11250  0.00910  0.02998  1.00000
SN: 1249970     10 0.26775 0.26866 40.89013   0.16780  0.00910  0.03885  1.00000
SN: 1309288     10 0.26793 0.26838 40.58964   0.09810  0.00910  0.01743  0.99998
SN: 1560034     10 0.26891 0.26982 40.75970   0.17670  0.00900  0.05253  1.00000
SN: 1320704     10 0.26996 0.27087 40.44520   0.15600  0.00900  0.04328  1.00000
SN: 1309874     10 0.27001 0.27092 40.63943   0.11200  0.00900  0.02403  1.00000
SN: 1330817     10 0.27051 0.27144 40.90932   0.11250  0.00900  0.02674  1.00000
SN: 1366690     10 0.27119 0.27223 40.76557   0.11750  0.00900  0.05301  1.00000
SN: 1773078     10 0.27142 0.27235 40.60997   0.12530  0.00900  0.02652  1.00000
SN: 1278493     10 0.27237 0.27340 40.68934   0.12580  0.00890  0.08548  1.00000
SN: 1968046     10 0.27255 0.27302 40.82900   0.10910  0.00890  0.01893  1.00000
SN: 1292332     10 0.27265 0.27358 40.67515   0.10240  0.00890  0.01958  1.00000
SN: 1260050     10 0.27278 0.27372 40.64620   0.10410  0.00890  0.02335  1.00000
SN: 1574104     10 0.27304 0.27399 40.71417   0.11450  0.00890  0.02699  1.00000
SN: 1502065     10 0.27316 0.27405 40.71306   0.13580  0.00890  0.02309  1.00000
SN: 1250279     10 0.27382 0.27476 40.48660   0.09710  0.00890  0.02154  1.00000
SN: 1339756     10 0.27539 0.27633 40.70350   0.10710  0.00880  0.02342  1.00000
SN: 1547086     10 0.27578 0.27627 41.07427   0.27370  0.00880  0.27118  1.00000
SN: 1368133     10 0.27618 0.27720 40.75584   0.24840  0.00880  0.13837  1.00000
SN: 1792093     10 0.27659 0.27761 40.80538   0.07940  0.00880  0.05809  1.00000
SN: 1503024     10 0.27694 0.27798 40.93087   0.12430  0.00880  0.02601  1.00000
SN: 1297465     10 0.27784 0.27836 40.96887   0.15040  0.00880  0.14482  1.00000
SN: 1291242     10 0.27905 0.28008 40.89313   0.21670  0.00870  0.05338  1.00000
SN: 1261963     10 0.27963 0.28053 40.93173   0.21730  0.00870  0.10698  1.00000
SN: 1255576     10 0.28010 0.28112 40.78137   0.10650  0.00870  0.01880  1.00000
SN: 1248084     10 0.28063 0.28165 40.72096   0.12580  0.00870  0.08375  1.00000
SN: 1902212     10 0.28169 0.28219 41.00498   0.27480  0.00870  0.18884  1.00000
SN: 1249483     10 0.28303 0.28398 40.69336   0.10580  0.00860  0.02544  1.00000
SN: 1773339     10 0.28417 0.28509 41.96496   3.61270  0.00860  0.17675  0.00440
SN: 1297927     10 0.28513 0.28605 40.88501   0.11690  0.00860  0.02185  1.00000
SN: 1312897     10 0.28578 0.28683 40.64252   0.21870  0.00860  0.08582  1.00000
SN: 1862039     10 0.28699 0.28792 41.00979   0.13670  0.00850  0.03297  1.00000
SN: 1638033     10 0.28734 0.28829 42.37847  234.32900  0.00850  0.07303  0.00000
SN: 1334644     10 0.28805 0.28910 40.80222   0.11890  0.00850  0.02745  1.00000
SN: 1313594     10 0.28834 0.28940 40.84637   0.09950  0.00850  0.04177  1.00000
SN: 1334597     10 0.28895 0.29000 40.71971   0.11350  0.00850  0.09544  1.00000
SN: 1289288     10 0.29001 0.29093 40.84829   0.16610  0.00840  0.03330  1.00000
SN: 1538019     10 0.29069 0.29162 40.90063   0.10190  0.00840  0.02287  1.00000
SN: 1371022     10 0.29082 0.29178 40.89628   0.15370  0.00840  0.02457  1.00000
SN: 1861178     10 0.29093 0.29201 40.58805   0.13640  0.00840  0.02156  1.00000
SN: 1531089     10 0.29149 0.29241 40.74435   0.10980  0.00840  0.04541  1.00000
SN: 1302123     10 0.29156 0.29207 40.87473   0.09860  0.00840  0.04478  1.00000
SN: 1263715     10 0.29185 0.29279 40.81941   0.12460  0.00840  0.02290  1.00000
SN: 1292227     10 0.29185 0.29279 40.77231   0.15280  0.00840  0.02865  1.00000
SN: 1291090     10 0.29199 0.29292 40.85443   0.12110  0.00840  0.02190  1.00000
SN: 1262550     10 0.29209 0.29304 40.84128   0.10490  0.00840  0.03381  1.00000
SN: 1336454     10 0.29256 0.29350 41.94151  22.43540  0.00840  0.15691  0.00020
SN: 1340706     10 0.29323 0.29425 40.87785   0.20540  0.00840  0.04558  1.00000
SN: 1266255     10 0.29358 0.29461 41.01152   0.10250  0.00830  0.02406  0.99915
SN: 1721068     10 0.29376 0.29425 40.88644   0.18460  0.00830  0.21328  1.00000
SN: 1256680     10 0.29438 0.29546 41.07790   0.18430  0.00830  0.05332  1.00000
SN: 1310432     10 0.29471 0.29574 40.88514   0.16440  0.00830  0.03832  1.00000
SN: 1299503     10 0.29498 0.29602 43.93496  250.87860  0.00830  0.03556  0.00000
SN: 1300703     10 0.29571 0.29674 41.01359   0.15570  0.00830  0.06132  1.00000
SN: 1295436     10 0.29584 0.29687 42.43914  224.23610  0.00830  0.08626  0.00000
SN: 1257934     10 0.29648 0.29739 40.82355   0.13090  0.00830  0.02189  1.00000
SN: 1291346     10 0.29770 0.29876 40.70863   0.13880  0.00820  0.01943  1.00000
SN: 1901115     10 0.29874 0.29979 40.91908   0.19210  0.00820  0.06766  1.00000
SN: 1305051     10 0.29887 0.29980 41.05695   0.13810  0.00820  0.10724  1.00000
SN: 1547071     10 0.29911 0.29961 40.91616   0.21670  0.00820  0.11213  1.00000
SN: 1293275     10 0.30179 0.30283 41.84746  31.78050  0.00810  0.11547  0.00010
SN: 1321006     10 0.30244 0.30348 41.14931   0.11960  0.00810  0.02404  1.00000
SN: 1294948     10 0.30246 0.30291 40.32053   3.13230  0.00810  0.11901  0.00660
SN: 1339002     10 0.30251 0.30356 40.93024   0.17710  0.00810  0.04055  1.00000
SN: 1334654     10 0.30259 0.30365 42.00916   9.54360  0.00810  0.17763  0.00120
SN: 1905171     10 0.30307 0.30404 41.02745   0.21430  0.00810  0.05135  1.00000
SN: 1659022     10 0.30317 0.30421 41.43490  125.56430  0.00810  0.05879  0.00000
SN: 1259412     10 0.30477 0.30581 40.93064   0.09630  0.00810  0.06026  0.99966
SN: 1335717     10 0.30477 0.30528 41.11833   0.18300  0.00810  0.06303  1.00000
SN: 1861124     10 0.30511 0.30602 40.40823  166.15250  0.00810  0.19095  0.00000
SN: 1340954     10 0.30517 0.30566 40.87650   0.13560  0.00810  0.02509  1.00000
SN: 1849051     10 0.30546 0.30650 40.95608   0.11770  0.00810  0.06241  1.00000
SN: 1368131     10 0.30694 0.30800 40.93587   0.08880  0.00800  0.03347  1.00000
SN: 1281668     10 0.30697 0.30791 41.00105   0.11230  0.00800  0.01827  1.00000
SN: 1777124     10 0.30743 0.30853 41.34699   0.17680  0.00800  0.03021  0.99999
SN: 1319821     10 0.30880 0.30929 41.09571   0.10540  0.00800  0.03656  1.00000
SN: 1292767     10 0.30893 0.30996 40.95264   0.18500  0.00800  0.03550  1.00000
SN: 1650024     10 0.30994 0.31102 41.12762   0.13860  0.00800  0.04363  1.00000
SN: 1848053     10 0.31016 0.31121 41.73351  15.33260  0.00790  0.21688  0.00040
SN: 1300516     10 0.31042 0.31151 40.68253   0.23710  0.00790  0.20330  1.00000
SN: 1321338     10 0.31048 0.31153 41.08690   0.16300  0.00790  0.04070  1.00000
SN: 1264434     10 0.31075 0.31179 40.85252   0.13510  0.00790  0.02028  1.00000
SN: 1323831     10 0.31079 0.31131 41.73033  281.57990  0.00790  0.03206  0.00000
SN: 1338128     10 0.31184 0.31280 41.11069   0.15420  0.00790  0.03847  1.00000
SN: 1791116     10 0.31193 0.31286 41.02800   0.12330  0.00790  0.02597  1.00000
SN: 1337838     10 0.31194 0.31300 41.05072   0.13010  0.00790  0.04136  1.00000
SN: 1263369     10 0.31251 0.31343 41.05139   0.10830  0.00790  0.03784  1.00000
SN: 1294743     10 0.31257 0.31363 41.05643   0.21540  0.00790  0.33380  0.99997
SN: 1662023     10 0.31268 0.31374 40.87755   0.10590  0.00790  0.05695  1.00000
SN: 1321365     10 0.31270 0.31375 42.27566  199.38520  0.00790  0.01757  0.00000
SN: 1283878     10 0.31286 0.31390 41.09280   0.10920  0.00790  0.02687  1.00000
SN: 1341894     10 0.31293 0.31401 41.10487   0.13470  0.00790  0.01714  1.00000
SN: 1850045     10 0.31314 0.31413 40.94758   0.17610  0.00790  0.03782  1.00000
SN: 1880686     10 0.31406 0.31457 41.01412   0.10150  0.00790  0.01509  1.00000
SN: 1943111     10 0.31562 0.31615 41.14094   0.11340  0.00780  0.02665  1.00000
SN: 1929024     10 0.31564 0.31613 41.13582   0.22750  0.00780  0.07829  1.00000
SN: 1913214     10 0.31615 0.31721 41.09213   0.11480  0.00780  0.02952  1.00000
SN: 1774102     10 0.31626 0.31733 40.94670   0.09630  0.00780  0.03258  0.99998
SN: 1300179     10 0.31722 0.31818 41.10799   0.13590  0.00780  0.09409  1.00000
SN: 1265165     10 0.31752 0.31845 41.30162   0.13040  0.00780  0.02483  0.99933
SN: 1345553     10 0.31794 0.31902 41.17855   0.12350  0.00780  0.02357  1.00000
SN: 1625037     10 0.31863 0.31956 41.14318   0.12510  0.00780  0.02671  1.00000
SN: 1253119     10 0.31915 0.32010 41.16090   0.12190  0.00770  0.08862  0.97795
SN: 1897267     10 0.31920 0.31971 41.09293   0.22670  0.00770  0.09400  1.00000
SN: 1259615     10 0.32008 0.32116 41.25345   0.14250  0.00770  0.02176  0.99905
SN: 1293366     10 0.32040 0.32145 41.24878   0.14530  0.00770  0.02196  1.00000
SN: 1566028     10 0.32059 0.32165 41.04843   0.13750  0.00770  0.02219  1.00000
SN: 1246527     10 0.32078 0.32184 41.19945   0.13990  0.00770  0.02281  1.00000
SN: 1283115     10 0.32134 0.32240 42.00610  152.16270  0.00770  0.03478  0.00000
SN: 1366482     10 0.32154 0.32206 41.21586   0.14190  0.00770  0.02788  1.00000
SN: 1261579     10 0.32214 0.32320 40.97297   0.10430  0.00770  0.02513  1.00000
SN: 1310396     10 0.32250 0.32358 41.20893   0.10590  0.00770  0.04133  1.00000
SN: 1891147     10 0.32274 0.32380 41.12374   0.14260  0.00770  0.01893  0.99960
SN: 1248243     10 0.32394 0.32489 41.20626   0.13700  0.00760  0.02536  1.00000
SN: 1292033     10 0.32472 0.32565 41.21762   0.14570  0.00760  0.02495  1.00000
SN: 1592028     10 0.32510 0.32608 41.13831   0.14730  0.00760  0.02573  1.00000
SN: 1340700     10 0.32550 0.32657 41.06753   0.18690  0.00760  0.22063  1.00000
SN: 1305626     10 0.32572 0.32680 41.14916   0.10300  0.00760  0.02545  1.00000
SN: 1308326     10 0.32622 0.32717 41.15232   0.11120  0.00760  0.01923  1.00000
SN: 1469040     10 0.32670 0.32764 41.19268   0.13290  0.00760  0.08305  1.00000
SN: 1314071     10 0.32707 0.32813 40.95500   0.15860  0.00760  0.05182  1.00000
SN: 1259511     10 0.32710 0.32816 41.23591   0.08280  0.00760  0.01765  1.00000
SN: 1306073     10 0.32858 0.32964 41.16393   0.09880  0.00750  0.03037  1.00000
SN: 1303215     10 0.32869 0.32917 41.61999   0.21960  0.00750  0.13877  0.99997
SN: 1337687     10 0.32869 0.32917 41.12727   0.11440  0.00750  0.01927  1.00000
SN: 1293783     10 0.32874 0.32927 41.13500   0.17690  0.00750  0.02505  1.00000
SN: 1316465     10 0.32909 0.32961 41.09764   0.13390  0.00750  0.02201  1.00000
SN: 1266808     10 0.32930 0.33040 42.26639  219.41830  0.00750  0.04681  0.00000
SN: 1301933     10 0.32959 0.33065 41.24817   0.09710  0.00750  0.02033  1.00000
SN: 1569050     10 0.32988 0.33086 41.08362   0.21190  0.00750  0.04554  1.00000
SN: 1653101     10 0.33000 0.33050 41.34709   0.21780  0.00750  0.09599  1.00000
SN: 1847079     10 0.33041 0.33134 40.97803   0.19910  0.00750  0.07554  1.00000
SN: 1338675     10 0.33047 0.33153 41.19928   0.18710  0.00750  0.04287  1.00000
SN: 1264068     10 0.33054 0.33147 41.33121   0.12500  0.00750  0.06055  1.00000
SN: 1370320     10 0.33070 0.33165 41.23026   0.12380  0.00750  0.07017  0.99942
SN: 1321276     10 0.33121 0.33227 41.32585   0.12600  0.00750  0.02559  1.00000
SN: 1449074     10 0.33186 0.33234 41.23963   0.11130  0.00750  0.04023  1.00000
SN: 1339217     10 0.33191 0.33245 41.09699   0.28430  0.00750  0.42789  1.00000
SN: 1306141     10 0.33239 0.33286 41.04299   0.12740  0.00750  0.02061  1.00000
SN: 1257356     10 0.33257 0.33307 41.07298   0.11850  0.00750  0.04458  1.00000
SN: 1260241     10 0.33336 0.33442 41.23633   0.11710  0.00740  0.02592  1.00000
SN: 1309492     10 0.33352 0.33403 41.08888   0.10670  0.00740  0.02794  1.00000
SN: 1346956     10 0.33352 0.33400 41.14754   0.14620  0.00740  0.02570  1.00000
SN: 1295024     10 0.33386 0.33494 41.52344   0.16440  0.00740  0.12274  0.99998
SN: 1257609     10 0.33389 0.33440 41.11060   0.22730  0.00740  0.16823  1.00000
SN: 1319066     10 0.33403 0.33449 41.33379   0.22490  0.00740  0.06632  1.00000
SN: 1335305     10 0.33403 0.33501 41.52751   0.16090  0.00740  0.01631  1.00000
SN: 1480038     10 0.33423 0.33530 41.21597   0.11880  0.00740  0.02686  1.00000
SN: 1531112     10 0.33470 0.33582 41.26533   0.12850  0.00740  0.02336  1.00000
SN: 1309293     10 0.33472 0.33521 41.16938   0.21270  0.00740  0.06373  1.00000
SN: 1271452     10 0.33473 0.33528 42.04848  128.70470  0.00740  0.03869  0.00000
SN: 1297318     10 0.33479 0.33529 41.36965   0.20980  0.00740  0.28098  1.00000
SN: 1323016     10 0.33485 0.33582 41.42068   0.20260  0.00740  0.03868  1.00000
SN: 1346966     10 0.33513 0.33558 41.10945   0.12670  0.00740  0.01983  1.00000
SN: 1929216     10 0.33584 0.33695 41.30208   0.17080  0.00740  0.17149  1.00000
SN: 1330530     10 0.33633 0.33682 41.12014   0.25400  0.00740  0.18423  1.00000
SN: 1314897     10 0.33662 0.33769 41.14623   0.15520  0.00740  0.02481  1.00000
SN: 1287437     10 0.33681 0.33727 41.40617   0.17440  0.00740  0.02977  0.99995
SN: 1320501     10 0.33683 0.33781 41.23339   0.11130  0.00740  0.02115  1.00000
SN: 1871017     10 0.33720 0.33770 41.10732   0.09450  0.00740  0.03488  1.00000
SN: 1337561     10 0.33724 0.33775 42.72633  156.97480  0.00740  0.13383  0.00000
SN: 1257016     10 0.33743 0.33840 41.10003   0.18520  0.00740  0.04734  1.00000
SN: 1909375     10 0.33753 0.33805 41.22137   0.08880  0.00740  0.02156  1.00000
SN: 1313057     10 0.33754 0.33809 41.40108   0.22730  0.00740  0.09034  1.00000
SN: 1322819     10 0.33759 0.33807 41.40306   0.11790  0.00740  0.01817  1.00000
SN: 1263197     10 0.33778 0.33826 41.01597   0.13670  0.00740  0.05697  1.00000
SN: 1300912     10 0.33780 0.33834 41.17529   0.20740  0.00740  0.12292  1.00000
SN: 1723034     10 0.33784 0.33833 41.39674   0.17270  0.00740  0.02608  0.99895
SN: 1262131     10 0.33802 0.33852 41.20538   0.10580  0.00740  0.02237  1.00000
SN: 1304145     10 0.33811 0.33907 42.36774  218.61460  0.00740  0.11147  0.00000
SN: 1294351     10 0.33828 0.33926 41.25684   0.13720  0.00740  0.02119  1.00000
SN: 1770702     10 0.33846 0.33943 40.88442   0.20730  0.00730  0.08255  0.98578
SN: 1343337     10 0.33899 0.33947 41.11863   0.26500  0.00730  0.09307  0.99827
SN: 1643312     10 0.34037 0.34083 41.15294   0.19200  0.00730  0.06098  1.00000
SN: 1933035     10 0.34105 0.34204 41.68264   0.27200  0.00730  0.06657  0.78550
SN: 1308357     10 0.34157 0.34255 41.11662   0.18580  0.00730  0.25600  1.00000
SN: 1336009     10 0.34175 0.34270 41.28707   0.25150  0.00730  0.10323  1.00000
SN: 1332819     10 0.34180 0.34234 41.15202   0.15400  0.00730  0.02732  1.00000
SN: 1368530     10 0.34224 0.34336 41.46376   0.16580  0.00730  0.09965  1.00000
SN: 1896034     10 0.34225 0.34325 41.62449   3.47770  0.00730  0.06475  0.00160
SN: 1311394     10 0.34291 0.34389 41.00336   0.23710  0.00730  0.19969  0.54150
SN: 1301936     10 0.34304 0.34351 41.61981   0.22970  0.00730  0.05865  1.00000
SN: 1248925     10 0.34307 0.34408 41.44332   0.12940  0.00730  0.01694  1.00000
SN: 1255974     10 0.34311 0.34358 41.20763   0.18840  0.00730  0.03133  1.00000
SN: 1876421     10 0.34313 0.34423 41.37956   0.13680  0.00730  0.02692  1.00000
SN: 1297365     10 0.34316 0.34365 42.70496  220.81410  0.00730  0.06499  0.00000
SN: 1531108     10 0.34387 0.34500 41.32388   0.18690  0.00720  0.02309  1.00000
SN: 1371048     10 0.34392 0.34489 41.21757   0.14050  0.00720  0.03081  1.00000
SN: 1323106     10 0.34417 0.34529 41.35305   0.10800  0.00720  0.05271  1.00000
SN: 1948484     10 0.34436 0.34545 41.20857   0.14220  0.00720  0.03150  1.00000
SN: 1318661     10 0.34451 0.34498 41.45553   0.16620  0.00720  0.06239  0.96297
SN: 1921361     10 0.34459 0.34506 41.26026   0.13030  0.00720  0.02404  1.00000
SN: 1329312     10 0.34478 0.34586 41.24484   0.10890  0.00720  0.03415  1.00000
SN: 1256570     10 0.34548 0.34601 41.35750   0.10350  0.00720  0.02444  1.00000
SN: 1835110     10 0.34550 0.34598 41.25683   0.11030  0.00720  0.02049  1.00000
SN: 1292823     10 0.34565 0.34672 41.30240   0.12660  0.00720  0.03201  1.00000
SN: 1770442     10 0.34578 0.34691 41.27990   0.14320  0.00720  0.02714  0.99993
SN: 1432017     10 0.34579 0.34627 41.37795   0.21680  0.00720  0.07486  0.99060
SN: 1277715     10 0.34601 0.34655 41.27317   0.14900  0.00720  0.02229  1.00000
SN: 1265011     10 0.34689 0.34785 41.15868   0.14300  0.00720  0.03200  1.00000
SN: 1291408     10 0.34721 0.34818 41.13862   0.12840  0.00720  0.03394  1.00000
SN: 1593067     10 0.34776 0.34822 41.64732   0.20620  0.00720  0.08342  0.99994
SN: 1278602     10 0.34799 0.34896 41.50084   0.20420  0.00720  0.07750  0.99997
SN: 1336150     10 0.34810 0.34905 41.74063   0.26220  0.00720  0.11134  0.99997
SN: 1919042     10 0.34814 0.34909 41.14911   0.17740  0.00720  0.01959  1.00000
SN: 1295315     10 0.34886 0.34934 41.23117   0.11430  0.00720  0.02229  1.00000
SN: 1258906     10 0.34918 0.35013 41.37915   0.15230  0.00710  0.01637  1.00000
SN: 1248677     10 0.35016 0.35067 41.31668   0.10520  0.00710  0.03514  1.00000
SN: 1291254     10 0.35021 0.35116 41.25363   0.27040  0.00710  0.10369  1.00000
SN: 1773049     10 0.35023 0.35118 41.32156   0.10370  0.00710  0.02168  1.00000
SN: 1432027     10 0.35039 0.35088 41.24698   0.17390  0.00710  0.03698  1.00000
SN: 1328016     10 0.35071 0.35167 41.28207   0.15370  0.00710  0.02816  1.00000
SN: 1254356     10 0.35129 0.35238 41.46312   0.12660  0.00710  0.07972  1.00000
SN: 1314554     10 0.35159 0.35253 41.28502   0.19410  0.00710  0.04625  1.00000
SN: 1257040     10 0.35177 0.35277 41.23953   0.10800  0.00710  0.05125  1.00000
SN: 1553022     10 0.35183 0.35282 42.30025  180.79540  0.00710  0.06868  0.00000
SN: 1261503     10 0.35211 0.35321 41.13675   0.11860  0.00710  0.01959  1.00000
SN: 1256765     10 0.35267 0.35377 42.04891  19.27200  0.00710  0.05607  0.00020
SN: 1256933     10 0.35284 0.35332 41.50768   0.15480  0.00710  0.13363  1.00000
SN: 1324562     10 0.35299 0.35349 41.40634   0.12590  0.00710  0.06988  1.00000
SN: 1276546     10 0.35329 0.35428 41.51818   0.13860  0.00710  0.01899  1.00000
SN: 1260113     10 0.35469 0.35583 41.32433   0.22540  0.00700  0.07799  0.98318
SN: 1251552     10 0.35484 0.35592 41.54840   0.12740  0.00700  0.02258  1.00000
SN: 1255312     10 0.35561 0.35658 41.29245   0.13540  0.00700  0.02312  1.00000
SN: 1295592     10 0.35631 0.35684 41.29803   0.11520  0.00700  0.02435  1.00000
SN: 1331836     10 0.35667 0.35778 41.36205   0.12390  0.00700  0.02919  1.00000
SN: 1324790     10 0.35723 0.35775 41.27219   0.19420  0.00700  0.02687  1.00000
SN: 1247022     10 0.35763 0.35859 41.86019   0.19660  0.00700  0.18444  0.99991
SN: 1334423     10 0.35791 0.35888 41.39418   0.17010  0.00700  0.05308  1.00000
SN: 1450026     10 0.35831 0.35926 41.60788   0.11660  0.00700  0.02030  0.99999
SN: 1250357     10 0.35843 0.35941 41.54714   0.11720  0.00700  0.01961  1.00000
SN: 1302915     10 0.35921 0.36022 41.37453   0.12560  0.00700  0.06936  0.99929
SN: 1397029     10 0.35942 0.35991 42.53676  190.02290  0.00700  0.02195  0.00000
SN: 1307830     10 0.35948 0.36000 41.52230   0.10090  0.00700  0.01412  1.00000
SN: 1315950     10 0.35948 0.36000 41.44366   0.09770  0.00700  0.02108  1.00000
SN: 1318235     10 0.36002 0.36101 41.55389   0.14200  0.00700  0.02524  0.99999
SN: 1265281     10 0.36021 0.36131 41.60589   0.27760  0.00700  0.13382  0.99996
SN: 1848198     10 0.36021 0.36120 42.58139  237.91190  0.00700  0.01581  0.00000
SN: 1331700     10 0.36025 0.36123 42.06568   0.30720  0.00700  0.10000  0.94840
SN: 1264512     10 0.36027 0.36136 41.32395   0.14110  0.00700  0.01587  1.00000
SN: 1878334     10 0.36044 0.36142 41.40472   0.18970  0.00690  0.07773  0.99976
SN: 1645158     10 0.36048 0.36097 41.29295   0.17080  0.00690  0.05774  0.99986
SN: 1294340     10 0.36087 0.36186 41.21457   0.16000  0.00690  0.01616  1.00000
SN: 1316701     10 0.36115 0.36213 41.52025   0.19030  0.00690  0.06705  1.00000
SN: 1253406     10 0.36131 0.36229 41.42725   0.16090  0.00690  0.03076  0.99985
SN: 1266015     10 0.36160 0.36259 41.48205   0.16560  0.00690  0.03574  1.00000
SN: 1923415     10 0.36161 0.36255 41.28058   0.19380  0.00690  0.07722  0.99997
SN: 1905244     10 0.36176 0.36285 41.48469   0.12610  0.00690  0.02470  1.00000
SN: 1294014     10 0.36271 0.36367 40.94441   0.29140  0.00690  0.09254  0.99945
SN: 1346137     10 0.36326 0.36379 41.34629   0.18330  0.00690  0.01967  1.00000
SN: 1703026     10 0.36390 0.36491 41.53041   0.16550  0.00690  0.04585  0.99999
SN: 1330533     10 0.36444 0.36495 41.56847   0.12110  0.00690  0.04291  1.00000
SN: 1333291     10 0.36460 0.36570 41.23603   0.16770  0.00690  0.04497  1.00000
SN: 1255735     10 0.36463 0.36573 41.29652   0.21330  0.00690  0.06918  1.00000
SN: 1339402     10 0.36538 0.36587 42.59378  96.89600  0.00690  0.23413  0.00000
SN: 1447133     10 0.36540 0.36593 41.44740   0.22610  0.00690  0.08145  0.99934
SN: 1920365     10 0.36549 0.36600 41.40881   0.10430  0.00690  0.02232  1.00000
SN: 1299746     10 0.36571 0.36621 41.38751   0.19430  0.00690  0.24059  0.99991
SN: 1318460     10 0.36604 0.36704 41.21161   0.17240  0.00690  0.02419  1.00000
